,start_date,start_hour,start_station_id,start_station_name,start_station_cap,start_station_has_kiosk,end_station_id,end_station_name,end_station_cap,end_station_has_kiosk,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,sum_duration_sec,sum_duration_min,trip_count,subscriber_trip_count,customer_trip_count,datetime_hour,datetime_mod,temperature,wind,precip_,start_dow_Friday,start_dow_Monday,start_dow_Saturday,start_dow_Sunday,start_dow_Thursday,start_dow_Tuesday,start_dow_Wednesday,trip_count_predicted
118686,2019-01-31,6,115,Jackson Playground,27.0,True,22,Howard St at Beale St,27.0,True,37.7650259,-122.39877340000001,37.789756,-122.39464299999999,948,15.8,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.031076
118687,2019-01-31,6,118,Eureka Valley Recreation Center,19.0,True,121,Mission Playground,23.0,True,37.7591769,-122.4369431,37.75921029999999,-122.4213392,336,5.6,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0343252
118688,2019-01-31,6,118,Eureka Valley Recreation Center,19.0,True,223,16th St Mission BART Station 2,19.0,True,37.7591769,-122.4369431,37.764765215497704,-122.42009103298186,457,7.616666666666665,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0155241
118689,2019-01-31,6,119,18th St at Noe St,15.0,True,80,Townsend St at 5th St,35.0,True,37.7610471,-122.43264170000002,37.77523486860596,-122.39743709564208,702,11.7,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,0.99850416
118690,2019-01-31,6,122,19th St at Mission St,19.0,True,22,Howard St at Beale St,27.0,True,37.760298999999996,-122.418892,37.789756,-122.39464299999999,1003,16.716666666666665,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0076165
118691,2019-01-31,6,122,19th St at Mission St,19.0,True,3,Powell St BART Station (Market St at 4th St),35.0,True,37.760298999999996,-122.418892,37.78637526861584,-122.40490436553955,810,13.5,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0112138
118692,2019-01-31,6,123,Folsom St at 19th St,19.0,True,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23.0,True,37.7605936,-122.41481709999998,37.776639200000005,-122.3955263,706,11.766666666666667,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.1506584
118693,2019-01-31,6,125,20th St at Bryant St,15.0,True,89,Division St at Potrero Ave,27.0,True,37.7592005,-122.409851,37.76921786152374,-122.40764558315277,268,4.466666666666667,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0315402
118694,2019-01-31,6,126,Esprit Park,31.0,True,16,Steuart St at Market St,23.0,True,37.7616343,-122.3906477,37.794129999999996,-122.39443,650,10.833333333333336,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0590324
118695,2019-01-31,6,127,Valencia St at 21st St,23.0,True,58,Market St at 10th St,31.0,True,37.7567083,-122.421025,37.776619000000004,-122.41738500000001,526,8.766666666666667,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0596902
