start_date,start_hour,datetime_hour,datetime_mod,temperature,wind,precip_
2019-01-19,6,2019-01-19 06:00:00 UTC,2019-01-19 06:56:00 UTC,62 F,3 mph,0.0 in
2019-01-19,7,2019-01-19 07:00:00 UTC,2019-01-19 07:56:00 UTC,65 F,3 mph,0.0 in
2019-01-19,8,2019-01-19 08:00:00 UTC,2019-01-19 08:56:00 UTC,65 F,0 mph,0.0 in
2019-01-19,9,2019-01-19 09:00:00 UTC,2019-01-19 09:56:00 UTC,64 F,8 mph,0.0 in
2019-01-19,10,2019-01-19 10:00:00 UTC,2019-01-19 10:56:00 UTC,63 F,5 mph,0.0 in
2019-01-19,11,2019-01-19 11:00:00 UTC,2019-01-19 11:56:00 UTC,62 F,3 mph,0.0 in
2019-01-19,12,2019-01-19 12:00:00 UTC,2019-01-19 12:56:00 UTC,63 F,5 mph,0.0 in
2019-01-19,13,2019-01-19 13:00:00 UTC,2019-01-19 13:56:00 UTC,61 F,0 mph,0.0 in
2019-01-19,14,2019-01-19 14:00:00 UTC,2019-01-19 14:56:00 UTC,61 F,0 mph,0.0 in
2019-01-19,15,2019-01-19 15:00:00 UTC,2019-01-19 15:56:00 UTC,59 F,0 mph,0.0 in
2019-01-19,16,2019-01-19 16:00:00 UTC,2019-01-19 16:56:00 UTC,58 F,3 mph,0.0 in
2019-01-19,17,2019-01-19 17:00:00 UTC,2019-01-19 17:56:00 UTC,63 F,5 mph,0.0 in
2019-01-19,18,2019-01-19 18:00:00 UTC,2019-01-19 18:56:00 UTC,61 F,0 mph,0.0 in
2019-01-19,19,2019-01-19 19:00:00 UTC,2019-01-19 19:56:00 UTC,60 F,0 mph,0.0 in
2019-01-19,20,2019-01-19 20:00:00 UTC,2019-01-19 20:56:00 UTC,59 F,0 mph,0.0 in
2019-01-19,21,2019-01-19 21:00:00 UTC,2019-01-19 21:56:00 UTC,60 F,0 mph,0.0 in
2019-01-19,22,2019-01-19 22:00:00 UTC,2019-01-19 22:56:00 UTC,59 F,3 mph,0.0 in
2019-01-19,23,2019-01-19 23:00:00 UTC,2019-01-19 23:56:00 UTC,58 F,0 mph,0.0 in
2019-01-20,0,2019-01-20 00:00:00 UTC,2019-01-20 00:56:00 UTC,57 F,13 mph,0.0 in
2019-01-20,1,2019-01-20 01:00:00 UTC,2019-01-20 01:56:00 UTC,57 F,5 mph,0.1 in
2019-01-20,2,2019-01-20 02:00:00 UTC,2019-01-20 02:56:00 UTC,56 F,8 mph,0.0 in
2019-01-20,3,2019-01-20 03:00:00 UTC,2019-01-20 03:56:00 UTC,57 F,9 mph,0.0 in
2019-01-20,4,2019-01-20 04:00:00 UTC,2019-01-20 04:56:00 UTC,58 F,10 mph,0.0 in
2019-01-20,5,2019-01-20 05:00:00 UTC,2019-01-20 05:56:00 UTC,58 F,18 mph,0.0 in
2019-01-20,6,2019-01-20 06:00:00 UTC,2019-01-20 06:56:00 UTC,58 F,23 mph,0.0 in
2019-01-20,7,2019-01-20 07:00:00 UTC,2019-01-20 07:56:00 UTC,58 F,17 mph,0.0 in
2019-01-20,8,2019-01-20 08:00:00 UTC,2019-01-20 08:56:00 UTC,58 F,22 mph,0.0 in
2019-01-20,9,2019-01-20 09:00:00 UTC,2019-01-20 09:56:00 UTC,58 F,22 mph,0.0 in
2019-01-20,10,2019-01-20 10:00:00 UTC,2019-01-20 10:56:00 UTC,55 F,22 mph,0.1 in
2019-01-20,11,2019-01-20 11:00:00 UTC,2019-01-20 11:56:00 UTC,55 F,13 mph,0.1 in
2019-01-20,12,2019-01-20 12:00:00 UTC,2019-01-20 12:56:00 UTC,55 F,15 mph,0.0 in
2019-01-20,13,2019-01-20 13:00:00 UTC,2019-01-20 13:56:00 UTC,54 F,23 mph,0.0 in
2019-01-20,14,2019-01-20 14:00:00 UTC,2019-01-20 14:56:00 UTC,53 F,18 mph,0.0 in
2019-01-20,15,2019-01-20 15:00:00 UTC,2019-01-20 15:56:00 UTC,55 F,20 mph,0.0 in
2019-01-20,16,2019-01-20 16:00:00 UTC,2019-01-20 16:56:00 UTC,54 F,21 mph,0.0 in
2019-01-20,17,2019-01-20 17:00:00 UTC,2019-01-20 17:56:00 UTC,58 F,0 mph,0.0 in
2019-01-20,18,2019-01-20 18:00:00 UTC,2019-01-20 18:56:00 UTC,57 F,5 mph,0.0 in
2019-01-20,19,2019-01-20 19:00:00 UTC,2019-01-20 19:56:00 UTC,57 F,7 mph,0.0 in
2019-01-20,20,2019-01-20 20:00:00 UTC,2019-01-20 20:56:00 UTC,57 F,6 mph,0.0 in
2019-01-20,21,2019-01-20 21:00:00 UTC,2019-01-20 21:56:00 UTC,57 F,5 mph,0.0 in
2019-01-20,22,2019-01-20 22:00:00 UTC,2019-01-20 22:56:00 UTC,57 F,5 mph,0.0 in
2019-01-20,23,2019-01-20 23:00:00 UTC,2019-01-20 23:56:00 UTC,57 F,7 mph,0.0 in
2019-01-21,0,2019-01-21 00:00:00 UTC,2019-01-21 00:56:00 UTC,57 F,9 mph,0.0 in
2019-01-21,1,2019-01-21 01:00:00 UTC,2019-01-21 01:56:00 UTC,58 F,17 mph,0.0 in
2019-01-21,2,2019-01-21 02:00:00 UTC,2019-01-21 02:56:00 UTC,57 F,14 mph,0.0 in
2019-01-21,3,2019-01-21 03:00:00 UTC,2019-01-21 03:56:00 UTC,55 F,15 mph,0.0 in
2019-01-21,4,2019-01-21 04:00:00 UTC,2019-01-21 04:56:00 UTC,56 F,18 mph,0.0 in
2019-01-21,5,2019-01-21 05:00:00 UTC,2019-01-21 05:56:00 UTC,56 F,7 mph,0.0 in
2019-01-21,6,2019-01-21 06:00:00 UTC,2019-01-21 06:56:00 UTC,58 F,9 mph,0.0 in
2019-01-21,7,2019-01-21 07:00:00 UTC,2019-01-21 07:56:00 UTC,58 F,6 mph,0.0 in
2019-01-21,8,2019-01-21 08:00:00 UTC,2019-01-21 08:56:00 UTC,58 F,0 mph,0.0 in
2019-01-21,9,2019-01-21 09:00:00 UTC,2019-01-21 09:56:00 UTC,57 F,14 mph,0.0 in
2019-01-21,10,2019-01-21 10:00:00 UTC,2019-01-21 10:56:00 UTC,57 F,16 mph,0.0 in
2019-01-21,11,2019-01-21 11:00:00 UTC,2019-01-21 11:56:00 UTC,56 F,10 mph,0.0 in
2019-01-21,12,2019-01-21 12:00:00 UTC,2019-01-21 12:56:00 UTC,55 F,10 mph,0.0 in
2019-01-21,13,2019-01-21 13:00:00 UTC,2019-01-21 13:56:00 UTC,54 F,8 mph,0.0 in
2019-01-21,14,2019-01-21 14:00:00 UTC,2019-01-21 14:56:00 UTC,53 F,8 mph,0.0 in
2019-01-21,15,2019-01-21 15:00:00 UTC,2019-01-21 15:56:00 UTC,53 F,6 mph,0.0 in
2019-01-21,16,2019-01-21 16:00:00 UTC,2019-01-21 16:56:00 UTC,52 F,0 mph,0.0 in
2019-01-21,17,2019-01-21 17:00:00 UTC,2019-01-21 17:56:00 UTC,54 F,18 mph,0.0 in
2019-01-21,18,2019-01-21 18:00:00 UTC,2019-01-21 18:56:00 UTC,52 F,13 mph,0.0 in
2019-01-21,19,2019-01-21 19:00:00 UTC,2019-01-21 19:56:00 UTC,52 F,18 mph,0.0 in
2019-01-21,20,2019-01-21 20:00:00 UTC,2019-01-21 20:56:00 UTC,54 F,10 mph,0.0 in
2019-01-21,21,2019-01-21 21:00:00 UTC,2019-01-21 21:56:00 UTC,56 F,6 mph,0.0 in
2019-01-21,22,2019-01-21 22:00:00 UTC,2019-01-21 22:56:00 UTC,57 F,8 mph,0.0 in
2019-01-21,23,2019-01-21 23:00:00 UTC,2019-01-21 23:56:00 UTC,56 F,9 mph,0.0 in
2019-01-22,0,2019-01-22 00:00:00 UTC,2019-01-22 00:56:00 UTC,44 F,7 mph,0.0 in
2019-01-22,1,2019-01-22 01:00:00 UTC,2019-01-22 01:56:00 UTC,46 F,6 mph,0.0 in
2019-01-22,2,2019-01-22 02:00:00 UTC,2019-01-22 02:56:00 UTC,46 F,7 mph,0.0 in
2019-01-22,3,2019-01-22 03:00:00 UTC,2019-01-22 03:56:00 UTC,53 F,5 mph,0.0 in
2019-01-22,4,2019-01-22 04:00:00 UTC,2019-01-22 04:56:00 UTC,54 F,0 mph,0.0 in
2019-01-22,5,2019-01-22 05:00:00 UTC,2019-01-22 05:56:00 UTC,53 F,0 mph,0.0 in
2019-01-22,6,2019-01-22 06:00:00 UTC,2019-01-22 06:56:00 UTC,59 F,0 mph,0.0 in
2019-01-22,7,2019-01-22 07:00:00 UTC,2019-01-22 07:56:00 UTC,60 F,3 mph,0.0 in
2019-01-22,8,2019-01-22 08:00:00 UTC,2019-01-22 08:56:00 UTC,60 F,3 mph,0.0 in
2019-01-22,9,2019-01-22 09:00:00 UTC,2019-01-22 09:56:00 UTC,59 F,3 mph,0.0 in
2019-01-22,10,2019-01-22 10:00:00 UTC,2019-01-22 10:56:00 UTC,57 F,6 mph,0.0 in
2019-01-22,11,2019-01-22 11:00:00 UTC,2019-01-22 11:56:00 UTC,55 F,3 mph,0.0 in
2019-01-22,12,2019-01-22 12:00:00 UTC,2019-01-22 12:56:00 UTC,53 F,0 mph,0.0 in
2019-01-22,13,2019-01-22 13:00:00 UTC,2019-01-22 13:56:00 UTC,52 F,3 mph,0.0 in
2019-01-22,14,2019-01-22 14:00:00 UTC,2019-01-22 14:56:00 UTC,51 F,0 mph,0.0 in
2019-01-22,15,2019-01-22 15:00:00 UTC,2019-01-22 15:56:00 UTC,50 F,3 mph,0.0 in
2019-01-22,16,2019-01-22 16:00:00 UTC,2019-01-22 16:56:00 UTC,50 F,0 mph,0.0 in
2019-01-22,17,2019-01-22 17:00:00 UTC,2019-01-22 17:56:00 UTC,51 F,5 mph,0.0 in
2019-01-22,18,2019-01-22 18:00:00 UTC,2019-01-22 18:56:00 UTC,50 F,6 mph,0.0 in
2019-01-22,19,2019-01-22 19:00:00 UTC,2019-01-22 19:56:00 UTC,50 F,9 mph,0.0 in
2019-01-22,20,2019-01-22 20:00:00 UTC,2019-01-22 20:56:00 UTC,49 F,7 mph,0.0 in
2019-01-22,21,2019-01-22 21:00:00 UTC,2019-01-22 21:56:00 UTC,49 F,3 mph,0.0 in
2019-01-22,22,2019-01-22 22:00:00 UTC,2019-01-22 22:56:00 UTC,49 F,0 mph,0.0 in
2019-01-22,23,2019-01-22 23:00:00 UTC,2019-01-22 23:56:00 UTC,43 F,9 mph,0.0 in
2019-01-23,0,2019-01-23 00:00:00 UTC,2019-01-23 00:56:00 UTC,46 F,0 mph,0.0 in
2019-01-23,1,2019-01-23 01:00:00 UTC,2019-01-23 01:56:00 UTC,49 F,0 mph,0.0 in
2019-01-23,2,2019-01-23 02:00:00 UTC,2019-01-23 02:56:00 UTC,49 F,0 mph,0.0 in
2019-01-23,3,2019-01-23 03:00:00 UTC,2019-01-23 03:56:00 UTC,49 F,8 mph,0.0 in
2019-01-23,4,2019-01-23 04:00:00 UTC,2019-01-23 04:56:00 UTC,57 F,7 mph,0.0 in
2019-01-23,5,2019-01-23 05:00:00 UTC,2019-01-23 05:56:00 UTC,59 F,9 mph,0.0 in
2019-01-23,6,2019-01-23 06:00:00 UTC,2019-01-23 06:56:00 UTC,60 F,8 mph,0.0 in
2019-01-23,7,2019-01-23 07:00:00 UTC,2019-01-23 07:56:00 UTC,60 F,3 mph,0.0 in
2019-01-23,8,2019-01-23 08:00:00 UTC,2019-01-23 08:56:00 UTC,58 F,6 mph,0.0 in
2019-01-23,9,2019-01-23 09:00:00 UTC,2019-01-23 09:56:00 UTC,58 F,9 mph,0.0 in
2019-01-23,10,2019-01-23 10:00:00 UTC,2019-01-23 10:56:00 UTC,55 F,7 mph,0.0 in
2019-01-23,11,2019-01-23 11:00:00 UTC,2019-01-23 11:56:00 UTC,56 F,6 mph,0.0 in
2019-01-23,12,2019-01-23 12:00:00 UTC,2019-01-23 12:56:00 UTC,55 F,5 mph,0.0 in
2019-01-23,13,2019-01-23 13:00:00 UTC,2019-01-23 13:56:00 UTC,51 F,3 mph,0.0 in
2019-01-23,14,2019-01-23 14:00:00 UTC,2019-01-23 14:56:00 UTC,52 F,3 mph,0.0 in
2019-01-23,15,2019-01-23 15:00:00 UTC,2019-01-23 15:56:00 UTC,52 F,0 mph,0.0 in
2019-01-23,16,2019-01-23 16:00:00 UTC,2019-01-23 16:56:00 UTC,50 F,0 mph,0.0 in
2019-01-23,17,2019-01-23 17:00:00 UTC,2019-01-23 17:56:00 UTC,50 F,3 mph,0.0 in
2019-01-23,18,2019-01-23 18:00:00 UTC,2019-01-23 18:56:00 UTC,50 F,3 mph,0.0 in
2019-01-23,19,2019-01-23 19:00:00 UTC,2019-01-23 19:56:00 UTC,49 F,0 mph,0.0 in
2019-01-23,20,2019-01-23 20:00:00 UTC,2019-01-23 20:56:00 UTC,47 F,3 mph,0.0 in
2019-01-23,21,2019-01-23 21:00:00 UTC,2019-01-23 21:56:00 UTC,45 F,0 mph,0.0 in
2019-01-23,22,2019-01-23 22:00:00 UTC,2019-01-23 22:56:00 UTC,45 F,0 mph,0.0 in
2019-01-23,23,2019-01-23 23:00:00 UTC,2019-01-23 23:56:00 UTC,46 F,3 mph,0.0 in
2019-01-24,0,2019-01-24 00:00:00 UTC,2019-01-24 00:56:00 UTC,48 F,3 mph,0.0 in
2019-01-24,1,2019-01-24 01:00:00 UTC,2019-01-24 01:56:00 UTC,50 F,0 mph,0.0 in
2019-01-24,2,2019-01-24 02:00:00 UTC,2019-01-24 02:56:00 UTC,54 F,3 mph,0.0 in
2019-01-24,3,2019-01-24 03:00:00 UTC,2019-01-24 03:56:00 UTC,55 F,6 mph,0.0 in
2019-01-24,4,2019-01-24 04:00:00 UTC,2019-01-24 04:56:00 UTC,55 F,3 mph,0.0 in
2019-01-24,5,2019-01-24 05:00:00 UTC,2019-01-24 05:56:00 UTC,56 F,3 mph,0.0 in
2019-01-24,6,2019-01-24 06:00:00 UTC,2019-01-24 06:56:00 UTC,61 F,0 mph,0.0 in
2019-01-24,7,2019-01-24 07:00:00 UTC,2019-01-24 07:56:00 UTC,64 F,0 mph,0.0 in
2019-01-24,8,2019-01-24 08:00:00 UTC,2019-01-24 08:56:00 UTC,61 F,0 mph,0.0 in
2019-01-24,9,2019-01-24 09:00:00 UTC,2019-01-24 09:56:00 UTC,62 F,0 mph,0.0 in
2019-01-24,10,2019-01-24 10:00:00 UTC,2019-01-24 10:56:00 UTC,58 F,9 mph,0.0 in
2019-01-24,11,2019-01-24 11:00:00 UTC,2019-01-24 11:56:00 UTC,55 F,7 mph,0.0 in
2019-01-24,12,2019-01-24 12:00:00 UTC,2019-01-24 12:56:00 UTC,55 F,0 mph,0.0 in
2019-01-24,13,2019-01-24 13:00:00 UTC,2019-01-24 13:56:00 UTC,53 F,3 mph,0.0 in
2019-01-24,14,2019-01-24 14:00:00 UTC,2019-01-24 14:56:00 UTC,52 F,0 mph,0.0 in
2019-01-24,15,2019-01-24 15:00:00 UTC,2019-01-24 15:56:00 UTC,52 F,9 mph,0.0 in
2019-01-24,16,2019-01-24 16:00:00 UTC,2019-01-24 16:56:00 UTC,50 F,7 mph,0.0 in
2019-01-24,17,2019-01-24 17:00:00 UTC,2019-01-24 17:56:00 UTC,47 F,3 mph,0.0 in
2019-01-24,18,2019-01-24 18:00:00 UTC,2019-01-24 18:56:00 UTC,48 F,0 mph,0.0 in
2019-01-24,19,2019-01-24 19:00:00 UTC,2019-01-24 19:56:00 UTC,47 F,5 mph,0.0 in
2019-01-24,20,2019-01-24 20:00:00 UTC,2019-01-24 20:56:00 UTC,47 F,0 mph,0.0 in
2019-01-24,21,2019-01-24 21:00:00 UTC,2019-01-24 21:56:00 UTC,44 F,5 mph,0.0 in
2019-01-24,22,2019-01-24 22:00:00 UTC,2019-01-24 22:56:00 UTC,44 F,3 mph,0.0 in
2019-01-24,23,2019-01-24 23:00:00 UTC,2019-01-24 23:56:00 UTC,46 F,0 mph,0.0 in
2019-01-25,0,2019-01-25 00:00:00 UTC,2019-01-25 00:56:00 UTC,49 F,7 mph,0.0 in
2019-01-25,1,2019-01-25 01:00:00 UTC,2019-01-25 01:56:00 UTC,50 F,7 mph,0.0 in
2019-01-25,2,2019-01-25 02:00:00 UTC,2019-01-25 02:56:00 UTC,55 F,7 mph,0.0 in
2019-01-25,3,2019-01-25 03:00:00 UTC,2019-01-25 03:56:00 UTC,55 F,7 mph,0.0 in
2019-01-25,4,2019-01-25 04:00:00 UTC,2019-01-25 04:56:00 UTC,56 F,3 mph,0.0 in
2019-01-25,5,2019-01-25 05:00:00 UTC,2019-01-25 05:56:00 UTC,59 F,5 mph,0.0 in
2019-01-25,6,2019-01-25 06:00:00 UTC,2019-01-25 06:56:00 UTC,62 F,0 mph,0.0 in
2019-01-25,7,2019-01-25 07:00:00 UTC,2019-01-25 07:56:00 UTC,62 F,0 mph,0.0 in
2019-01-25,8,2019-01-25 08:00:00 UTC,2019-01-25 08:56:00 UTC,65 F,3 mph,0.0 in
2019-01-25,9,2019-01-25 09:00:00 UTC,2019-01-25 09:56:00 UTC,58 F,6 mph,0.0 in
2019-01-25,10,2019-01-25 10:00:00 UTC,2019-01-25 10:56:00 UTC,57 F,8 mph,0.0 in
2019-01-25,11,2019-01-25 11:00:00 UTC,2019-01-25 11:56:00 UTC,56 F,0 mph,0.0 in
2019-01-25,12,2019-01-25 12:00:00 UTC,2019-01-25 12:56:00 UTC,57 F,0 mph,0.0 in
2019-01-25,13,2019-01-25 13:00:00 UTC,2019-01-25 13:56:00 UTC,54 F,0 mph,0.0 in
2019-01-25,14,2019-01-25 14:00:00 UTC,2019-01-25 14:56:00 UTC,53 F,0 mph,0.0 in
2019-01-25,15,2019-01-25 15:00:00 UTC,2019-01-25 15:56:00 UTC,51 F,3 mph,0.0 in
2019-01-25,16,2019-01-25 16:00:00 UTC,2019-01-25 16:56:00 UTC,51 F,0 mph,0.0 in
2019-01-25,17,2019-01-25 17:00:00 UTC,2019-01-25 17:56:00 UTC,50 F,3 mph,0.0 in
2019-01-25,18,2019-01-25 18:00:00 UTC,2019-01-25 18:56:00 UTC,53 F,7 mph,0.0 in
2019-01-25,19,2019-01-25 19:00:00 UTC,2019-01-25 19:56:00 UTC,54 F,6 mph,0.0 in
2019-01-25,20,2019-01-25 20:00:00 UTC,2019-01-25 20:56:00 UTC,48 F,7 mph,0.0 in
2019-01-25,21,2019-01-25 21:00:00 UTC,2019-01-25 21:56:00 UTC,49 F,3 mph,0.0 in
2019-01-25,22,2019-01-25 22:00:00 UTC,2019-01-25 22:56:00 UTC,45 F,3 mph,0.0 in
2019-01-25,23,2019-01-25 23:00:00 UTC,2019-01-25 23:56:00 UTC,47 F,8 mph,0.0 in
2019-01-26,0,2019-01-26 00:00:00 UTC,2019-01-26 00:56:00 UTC,50 F,3 mph,0.0 in
2019-01-26,1,2019-01-26 01:00:00 UTC,2019-01-26 01:56:00 UTC,54 F,0 mph,0.0 in
2019-01-26,2,2019-01-26 02:00:00 UTC,2019-01-26 02:56:00 UTC,56 F,0 mph,0.0 in
2019-01-26,3,2019-01-26 03:00:00 UTC,2019-01-26 03:56:00 UTC,56 F,3 mph,0.0 in
2019-01-26,4,2019-01-26 04:00:00 UTC,2019-01-26 04:56:00 UTC,57 F,5 mph,0.0 in
2019-01-26,5,2019-01-26 05:00:00 UTC,2019-01-26 05:56:00 UTC,59 F,0 mph,0.0 in
2019-01-26,6,2019-01-26 06:00:00 UTC,2019-01-26 06:56:00 UTC,60 F,0 mph,0.0 in
2019-01-26,7,2019-01-26 07:00:00 UTC,2019-01-26 07:56:00 UTC,61 F,0 mph,0.0 in
2019-01-26,8,2019-01-26 08:00:00 UTC,2019-01-26 08:56:00 UTC,61 F,3 mph,0.0 in
2019-01-26,9,2019-01-26 09:00:00 UTC,2019-01-26 09:56:00 UTC,58 F,3 mph,0.0 in
2019-01-26,10,2019-01-26 10:00:00 UTC,2019-01-26 10:56:00 UTC,59 F,3 mph,0.0 in
2019-01-26,11,2019-01-26 11:00:00 UTC,2019-01-26 11:56:00 UTC,59 F,5 mph,0.0 in
2019-01-26,12,2019-01-26 12:00:00 UTC,2019-01-26 12:56:00 UTC,56 F,5 mph,0.0 in
2019-01-26,13,2019-01-26 13:00:00 UTC,2019-01-26 13:56:00 UTC,56 F,3 mph,0.0 in
2019-01-26,14,2019-01-26 14:00:00 UTC,2019-01-26 14:56:00 UTC,56 F,3 mph,0.0 in
2019-01-26,15,2019-01-26 15:00:00 UTC,2019-01-26 15:56:00 UTC,55 F,5 mph,0.0 in
2019-01-26,16,2019-01-26 16:00:00 UTC,2019-01-26 16:56:00 UTC,53 F,3 mph,0.0 in
2019-01-26,17,2019-01-26 17:00:00 UTC,2019-01-26 17:56:00 UTC,49 F,0 mph,0.0 in
2019-01-26,18,2019-01-26 18:00:00 UTC,2019-01-26 18:56:00 UTC,50 F,3 mph,0.0 in
2019-01-26,19,2019-01-26 19:00:00 UTC,2019-01-26 19:56:00 UTC,47 F,3 mph,0.0 in
2019-01-26,20,2019-01-26 20:00:00 UTC,2019-01-26 20:56:00 UTC,49 F,6 mph,0.0 in
2019-01-26,21,2019-01-26 21:00:00 UTC,2019-01-26 21:56:00 UTC,50 F,5 mph,0.0 in
2019-01-26,22,2019-01-26 22:00:00 UTC,2019-01-26 22:56:00 UTC,50 F,3 mph,0.0 in
2019-01-26,23,2019-01-26 23:00:00 UTC,2019-01-26 23:56:00 UTC,49 F,0 mph,0.0 in
2019-01-27,0,2019-01-27 00:00:00 UTC,2019-01-27 00:56:00 UTC,53 F,5 mph,0.0 in
2019-01-27,1,2019-01-27 01:00:00 UTC,2019-01-27 01:56:00 UTC,53 F,0 mph,0.0 in
2019-01-27,2,2019-01-27 02:00:00 UTC,2019-01-27 02:56:00 UTC,55 F,3 mph,0.0 in
2019-01-27,3,2019-01-27 03:00:00 UTC,2019-01-27 03:56:00 UTC,56 F,5 mph,0.0 in
2019-01-27,4,2019-01-27 04:00:00 UTC,2019-01-27 04:56:00 UTC,56 F,6 mph,0.0 in
2019-01-27,5,2019-01-27 05:00:00 UTC,2019-01-27 05:56:00 UTC,60 F,5 mph,0.0 in
2019-01-27,6,2019-01-27 06:00:00 UTC,2019-01-27 06:56:00 UTC,65 F,0 mph,0.0 in
2019-01-27,7,2019-01-27 07:00:00 UTC,2019-01-27 07:56:00 UTC,66 F,3 mph,0.0 in
2019-01-27,8,2019-01-27 08:00:00 UTC,2019-01-27 08:56:00 UTC,67 F,5 mph,0.0 in
2019-01-27,9,2019-01-27 09:00:00 UTC,2019-01-27 09:56:00 UTC,63 F,5 mph,0.0 in
2019-01-27,10,2019-01-27 10:00:00 UTC,2019-01-27 10:56:00 UTC,58 F,3 mph,0.0 in
2019-01-27,11,2019-01-27 11:00:00 UTC,2019-01-27 11:56:00 UTC,61 F,5 mph,0.0 in
2019-01-27,12,2019-01-27 12:00:00 UTC,2019-01-27 12:56:00 UTC,55 F,15 mph,0.0 in
2019-01-27,13,2019-01-27 13:00:00 UTC,2019-01-27 13:56:00 UTC,56 F,13 mph,0.0 in
2019-01-27,14,2019-01-27 14:00:00 UTC,2019-01-27 14:56:00 UTC,56 F,8 mph,0.0 in
2019-01-27,15,2019-01-27 15:00:00 UTC,2019-01-27 15:56:00 UTC,56 F,5 mph,0.0 in
2019-01-27,16,2019-01-27 16:00:00 UTC,2019-01-27 16:56:00 UTC,55 F,8 mph,0.0 in
2019-01-27,17,2019-01-27 17:00:00 UTC,2019-01-27 17:56:00 UTC,52 F,5 mph,0.0 in
2019-01-27,18,2019-01-27 18:00:00 UTC,2019-01-27 18:56:00 UTC,51 F,3 mph,0.0 in
2019-01-27,19,2019-01-27 19:00:00 UTC,2019-01-27 19:56:00 UTC,53 F,0 mph,0.0 in
2019-01-27,20,2019-01-27 20:00:00 UTC,2019-01-27 20:56:00 UTC,52 F,7 mph,0.0 in
2019-01-27,21,2019-01-27 21:00:00 UTC,2019-01-27 21:56:00 UTC,54 F,6 mph,0.0 in
2019-01-27,22,2019-01-27 22:00:00 UTC,2019-01-27 22:56:00 UTC,52 F,8 mph,0.0 in
2019-01-27,23,2019-01-27 23:00:00 UTC,2019-01-27 23:56:00 UTC,50 F,5 mph,0.0 in
2019-01-28,0,2019-01-28 00:00:00 UTC,2019-01-28 00:56:00 UTC,52 F,6 mph,0.0 in
2019-01-28,1,2019-01-28 01:00:00 UTC,2019-01-28 01:56:00 UTC,56 F,6 mph,0.0 in
2019-01-28,2,2019-01-28 02:00:00 UTC,2019-01-28 02:56:00 UTC,56 F,7 mph,0.0 in
2019-01-28,3,2019-01-28 03:00:00 UTC,2019-01-28 03:56:00 UTC,59 F,0 mph,0.0 in
2019-01-28,4,2019-01-28 04:00:00 UTC,2019-01-28 04:56:00 UTC,58 F,3 mph,0.0 in
2019-01-28,5,2019-01-28 05:00:00 UTC,2019-01-28 05:56:00 UTC,59 F,0 mph,0.0 in
2019-01-28,6,2019-01-28 06:00:00 UTC,2019-01-28 06:56:00 UTC,61 F,16 mph,0.0 in
2019-01-28,7,2019-01-28 07:00:00 UTC,2019-01-28 07:56:00 UTC,60 F,13 mph,0.0 in
2019-01-28,8,2019-01-28 08:00:00 UTC,2019-01-28 08:56:00 UTC,62 F,10 mph,0.0 in
2019-01-28,9,2019-01-28 09:00:00 UTC,2019-01-28 09:56:00 UTC,58 F,13 mph,0.0 in
2019-01-28,10,2019-01-28 10:00:00 UTC,2019-01-28 10:56:00 UTC,56 F,18 mph,0.0 in
2019-01-28,11,2019-01-28 11:00:00 UTC,2019-01-28 11:56:00 UTC,56 F,14 mph,0.0 in
2019-01-28,12,2019-01-28 12:00:00 UTC,2019-01-28 12:56:00 UTC,56 F,13 mph,0.0 in
2019-01-28,13,2019-01-28 13:00:00 UTC,2019-01-28 13:56:00 UTC,55 F,7 mph,0.0 in
2019-01-28,14,2019-01-28 14:00:00 UTC,2019-01-28 14:56:00 UTC,56 F,0 mph,0.0 in
2019-01-28,15,2019-01-28 15:00:00 UTC,2019-01-28 15:56:00 UTC,56 F,0 mph,0.0 in
2019-01-28,16,2019-01-28 16:00:00 UTC,2019-01-28 16:56:00 UTC,52 F,12 mph,0.0 in
2019-01-28,17,2019-01-28 17:00:00 UTC,2019-01-28 17:56:00 UTC,53 F,7 mph,0.0 in
2019-01-28,18,2019-01-28 18:00:00 UTC,2019-01-28 18:56:00 UTC,52 F,5 mph,0.0 in
2019-01-28,19,2019-01-28 19:00:00 UTC,2019-01-28 19:56:00 UTC,55 F,3 mph,0.0 in
2019-01-28,20,2019-01-28 20:00:00 UTC,2019-01-28 20:56:00 UTC,53 F,6 mph,0.0 in
2019-01-28,21,2019-01-28 21:00:00 UTC,2019-01-28 21:56:00 UTC,53 F,3 mph,0.0 in
2019-01-28,22,2019-01-28 22:00:00 UTC,2019-01-28 22:56:00 UTC,53 F,3 mph,0.0 in
2019-01-28,23,2019-01-28 23:00:00 UTC,2019-01-28 23:56:00 UTC,52 F,0 mph,0.0 in
2019-01-29,0,2019-01-29 00:00:00 UTC,2019-01-29 00:56:00 UTC,53 F,5 mph,0.0 in
2019-01-29,1,2019-01-29 01:00:00 UTC,2019-01-29 01:56:00 UTC,56 F,7 mph,0.0 in
2019-01-29,2,2019-01-29 02:00:00 UTC,2019-01-29 02:56:00 UTC,55 F,9 mph,0.0 in
2019-01-29,3,2019-01-29 03:00:00 UTC,2019-01-29 03:56:00 UTC,55 F,7 mph,0.0 in
2019-01-29,4,2019-01-29 04:00:00 UTC,2019-01-29 04:56:00 UTC,57 F,0 mph,0.0 in
2019-01-29,5,2019-01-29 05:00:00 UTC,2019-01-29 05:56:00 UTC,58 F,7 mph,0.0 in
