start_date,start_hour,datetime_hour,datetime_mod,temperature,wind,precip_
2019-01-29,6,2019-01-29 06:00:00 UTC,2019-01-29 06:56:00 UTC,58 F,7 mph,0.0 in
2019-01-29,7,2019-01-29 07:00:00 UTC,2019-01-29 07:56:00 UTC,58 F,15 mph,0.0 in
2019-01-29,8,2019-01-29 08:00:00 UTC,2019-01-29 08:56:00 UTC,55 F,17 mph,0.0 in
2019-01-29,9,2019-01-29 09:00:00 UTC,2019-01-29 09:56:00 UTC,56 F,13 mph,0.0 in
2019-01-29,10,2019-01-29 10:00:00 UTC,2019-01-29 10:56:00 UTC,52 F,14 mph,0.0 in
2019-01-29,11,2019-01-29 11:00:00 UTC,2019-01-29 11:56:00 UTC,53 F,12 mph,0.0 in
2019-01-29,12,2019-01-29 12:00:00 UTC,2019-01-29 12:56:00 UTC,52 F,16 mph,0.0 in
2019-01-29,13,2019-01-29 13:00:00 UTC,2019-01-29 13:56:00 UTC,52 F,15 mph,0.0 in
2019-01-29,14,2019-01-29 14:00:00 UTC,2019-01-29 14:56:00 UTC,54 F,8 mph,0.0 in
2019-01-29,15,2019-01-29 15:00:00 UTC,2019-01-29 15:56:00 UTC,53 F,7 mph,0.0 in
2019-01-29,16,2019-01-29 16:00:00 UTC,2019-01-29 16:56:00 UTC,52 F,0 mph,0.0 in
2019-01-29,17,2019-01-29 17:00:00 UTC,2019-01-29 17:56:00 UTC,53 F,15 mph,0.0 in
2019-01-29,18,2019-01-29 18:00:00 UTC,2019-01-29 18:56:00 UTC,54 F,14 mph,0.0 in
2019-01-29,19,2019-01-29 19:00:00 UTC,2019-01-29 19:56:00 UTC,53 F,6 mph,0.0 in
2019-01-29,20,2019-01-29 20:00:00 UTC,2019-01-29 20:56:00 UTC,52 F,6 mph,0.0 in
2019-01-29,21,2019-01-29 21:00:00 UTC,2019-01-29 21:56:00 UTC,53 F,0 mph,0.0 in
2019-01-29,22,2019-01-29 22:00:00 UTC,2019-01-29 22:56:00 UTC,54 F,7 mph,0.0 in
2019-01-29,23,2019-01-29 23:00:00 UTC,2019-01-29 23:56:00 UTC,55 F,0 mph,0.0 in
2019-01-30,0,2019-01-30 00:00:00 UTC,2019-01-30 00:56:00 UTC,52 F,6 mph,0.0 in
2019-01-30,1,2019-01-30 01:00:00 UTC,2019-01-30 01:56:00 UTC,52 F,0 mph,0.0 in
2019-01-30,2,2019-01-30 02:00:00 UTC,2019-01-30 02:56:00 UTC,53 F,5 mph,0.0 in
2019-01-30,3,2019-01-30 03:00:00 UTC,2019-01-30 03:56:00 UTC,53 F,6 mph,0.0 in
2019-01-30,4,2019-01-30 04:00:00 UTC,2019-01-30 04:56:00 UTC,55 F,6 mph,0.0 in
2019-01-30,5,2019-01-30 05:00:00 UTC,2019-01-30 05:56:00 UTC,55 F,6 mph,0.0 in
2019-01-30,6,2019-01-30 06:00:00 UTC,2019-01-30 06:56:00 UTC,58 F,5 mph,0.0 in
2019-01-30,7,2019-01-30 07:00:00 UTC,2019-01-30 07:56:00 UTC,59 F,3 mph,0.0 in
2019-01-30,8,2019-01-30 08:00:00 UTC,2019-01-30 08:56:00 UTC,57 F,5 mph,0.0 in
2019-01-30,9,2019-01-30 09:00:00 UTC,2019-01-30 09:56:00 UTC,55 F,0 mph,0.0 in
2019-01-30,10,2019-01-30 10:00:00 UTC,2019-01-30 10:56:00 UTC,56 F,0 mph,0.0 in
2019-01-30,11,2019-01-30 11:00:00 UTC,2019-01-30 11:56:00 UTC,58 F,7 mph,0.0 in
2019-01-30,12,2019-01-30 12:00:00 UTC,2019-01-30 12:56:00 UTC,56 F,7 mph,0.0 in
2019-01-30,13,2019-01-30 13:00:00 UTC,2019-01-30 13:56:00 UTC,55 F,10 mph,0.0 in
2019-01-30,14,2019-01-30 14:00:00 UTC,2019-01-30 14:56:00 UTC,55 F,13 mph,0.0 in
2019-01-30,15,2019-01-30 15:00:00 UTC,2019-01-30 15:56:00 UTC,55 F,7 mph,0.0 in
2019-01-30,16,2019-01-30 16:00:00 UTC,2019-01-30 16:56:00 UTC,53 F,8 mph,0.1 in
2019-01-30,17,2019-01-30 17:00:00 UTC,2019-01-30 17:56:00 UTC,50 F,5 mph,0.0 in
2019-01-30,18,2019-01-30 18:00:00 UTC,2019-01-30 18:56:00 UTC,50 F,9 mph,0.0 in
2019-01-30,19,2019-01-30 19:00:00 UTC,2019-01-30 19:56:00 UTC,50 F,6 mph,0.0 in
2019-01-30,20,2019-01-30 20:00:00 UTC,2019-01-30 20:56:00 UTC,50 F,0 mph,0.0 in
2019-01-30,21,2019-01-30 21:00:00 UTC,2019-01-30 21:56:00 UTC,50 F,0 mph,0.0 in
2019-01-30,22,2019-01-30 22:00:00 UTC,2019-01-30 22:56:00 UTC,50 F,5 mph,0.0 in
2019-01-30,23,2019-01-30 23:00:00 UTC,2019-01-30 23:56:00 UTC,52 F,5 mph,0.0 in
2019-01-31,0,2019-01-31 00:00:00 UTC,2019-01-31 00:56:00 UTC,55 F,6 mph,0.0 in
2019-01-31,1,2019-01-31 01:00:00 UTC,2019-01-31 01:56:00 UTC,56 F,5 mph,0.0 in
2019-01-31,2,2019-01-31 02:00:00 UTC,2019-01-31 02:56:00 UTC,55 F,5 mph,0.0 in
2019-01-31,3,2019-01-31 03:00:00 UTC,2019-01-31 03:56:00 UTC,56 F,0 mph,0.0 in
2019-01-31,4,2019-01-31 04:00:00 UTC,2019-01-31 04:56:00 UTC,56 F,3 mph,0.0 in
2019-01-31,5,2019-01-31 05:00:00 UTC,2019-01-31 05:56:00 UTC,56 F,10 mph,0.0 in
2019-01-31,6,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58 F,8 mph,0.0 in
2019-01-31,7,2019-01-31 07:00:00 UTC,2019-01-31 07:56:00 UTC,57 F,7 mph,0.0 in
2019-01-31,8,2019-01-31 08:00:00 UTC,2019-01-31 08:56:00 UTC,58 F,3 mph,0.0 in
2019-01-31,9,2019-01-31 09:00:00 UTC,2019-01-31 09:56:00 UTC,58 F,6 mph,0.0 in
2019-01-31,10,2019-01-31 10:00:00 UTC,2019-01-31 10:56:00 UTC,55 F,5 mph,0.0 in
2019-01-31,11,2019-01-31 11:00:00 UTC,2019-01-31 11:56:00 UTC,56 F,6 mph,0.0 in
2019-01-31,12,2019-01-31 12:00:00 UTC,2019-01-31 12:56:00 UTC,55 F,3 mph,0.0 in
2019-01-31,13,2019-01-31 13:00:00 UTC,2019-01-31 13:56:00 UTC,56 F,7 mph,0.0 in
2019-01-31,14,2019-01-31 14:00:00 UTC,2019-01-31 14:56:00 UTC,56 F,8 mph,0.0 in
2019-01-31,15,2019-01-31 15:00:00 UTC,2019-01-31 15:56:00 UTC,56 F,8 mph,0.0 in
2019-01-31,16,2019-01-31 16:00:00 UTC,2019-01-31 16:56:00 UTC,56 F,6 mph,0.0 in
2019-01-31,17,2019-01-31 17:00:00 UTC,2019-01-31 17:56:00 UTC,52 F,0 mph,0.2 in
2019-01-31,18,2019-01-31 18:00:00 UTC,2019-01-31 18:56:00 UTC,53 F,3 mph,0.1 in
2019-01-31,19,2019-01-31 19:00:00 UTC,2019-01-31 19:56:00 UTC,53 F,6 mph,0.0 in
2019-01-31,20,2019-01-31 20:00:00 UTC,2019-01-31 20:56:00 UTC,53 F,9 mph,0.1 in
2019-01-31,21,2019-01-31 21:00:00 UTC,2019-01-31 21:56:00 UTC,52 F,7 mph,0.0 in
2019-01-31,22,2019-01-31 22:00:00 UTC,2019-01-31 22:56:00 UTC,53 F,0 mph,0.0 in
2019-01-31,23,2019-01-31 23:00:00 UTC,2019-01-31 23:56:00 UTC,53 F,7 mph,0.0 in
