a,month,cluster,inter_vol,inter_time,intra_vol,intra_time,intra_inter_vol,intra_inter_time
0,08,2,79.38993824918275,65.54432522866384,86.13448964765702,67.48169273341269,1.0849547379329736,1.0295581272366445
1,08,3,95.72684344351619,78.69841500071662,69.79758445332368,54.32760296136009,0.7291328319470586,0.6903265200559044
2,08,4,109.929349800218,89.03011407168722,55.59507809662188,43.99590389038948,0.5057346213514275,0.49416879164013977
3,08,5,115.46013439883768,93.18764232826642,50.064293498002186,39.83837563381028,0.43360674884599976,0.4275070668004891
4,08,6,126.08844896476577,99.77548197019225,39.43597893207411,33.25053599188446,0.31276440669909517,0.33325357427807767
5,08,7,126.43289139120962,100.16737808476833,39.09153650563024,32.858639877308406,0.30918802912347315,0.32803733616249026
6,08,8,125.22702506356705,100.4459484710806,40.29740283327281,32.580069490996124,0.3217947788252357,0.32435424212631386
7,08,9,129.64874682164918,102.54368101916653,35.875681075190705,30.482336942910166,0.2767144454125959,0.2972619730435919
8,08,10,137.71594624046497,109.43555705391988,27.808481656374877,23.59046090815684,0.20192637392781412,0.21556486340663125
9,08,11,142.3735016345804,111.59278197886009,23.150926262259357,21.43323598321661,0.16260698793290296,0.19206650827359853
10,08,12,142.50018162005088,111.82378975510906,23.024246276788958,21.202228206967682,0.16157345215305513,0.18960391392028442
11,08,13,142.57282964039223,111.55495246395984,22.951598256447515,21.471065498116836,0.16098157211537248,0.1924707511757805
12,08,14,147.32500908100255,114.88837204034971,18.199418815837273,18.13764592172704,0.12353244659113397,0.15787190295774192
13,08,15,139.1238648746822,107.70041801748131,26.400563022157638,25.325599944595396,0.18976300756119965,0.23514857612237577
14,09,2,74.58427170359609,63.035275762173036,90.9401561932436,69.99074219990356,1.2192940162323649,1.1103424448236403
15,09,3,89.62005085361422,75.17032088950573,75.90437704322547,57.85569707257093,0.8469575314926792,0.7696614353637536
16,09,4,101.66363966581912,83.80221008721445,63.860788231020706,49.22380787486231,0.6281576032585393,0.5873807841539527
17,09,5,117.25944424264446,93.98390512915341,48.264983654195454,39.04211283292329,0.4116084974300316,0.41541275369725605
18,09,6,119.77451870686527,97.47111497898166,45.74990918997459,35.55490298309511,0.3819669632899329,0.36477373825837583
19,09,7,123.39375227025069,99.47043191655168,42.13067562658919,33.555586045525054,0.3414328104255776,0.3373423177017639
20,09,8,122.01389393389036,97.7873479693899,43.51053396294955,35.23866999268679,0.35660310936822043,0.360360217599085
21,09,9,138.58445332364684,109.41152991262018,26.93997457319288,23.614488049456497,0.19439391596312686,0.21583180555391046
