a,month,cluster,inter_vol,inter_time,intra_vol,intra_time,intra_inter_vol,intra_inter_time
22,09,10,134.57183073011265,105.99771325229119,30.952597166727212,27.028304709785616,0.23000799646401082,0.25498950760809347
23,09,11,142.31111514711228,111.02439153999184,23.21331274972757,22.00162642208487,0.16311665273461676,0.19816930421239654
24,09,12,144.59371594624048,113.17617113061607,20.930711950599353,19.849846831460617,0.14475533610590194,0.17538892359728273
25,09,13,138.89638576098804,109.62092936040338,26.628042135851793,23.405088601673413,0.19171155527166234,0.2135093064639503
26,09,14,145.16917907737016,112.87115783916725,20.35524881946967,20.154860122909447,0.1402174273412473,0.17856519334752088
27,09,15,144.24391572829643,112.41555868295535,21.28051216854341,20.610459279121322,0.14753143701830881,0.18334169683085264
28,10,2,72.71885216127859,61.72057275843184,92.80557573556104,71.30544520364472,1.2762244311795978,1.155294612749741
29,10,3,92.29404286233198,76.8631120589137,73.23038503450773,56.16290590316295,0.7934464973404616,0.7306873791437881
30,10,4,108.41636396658191,88.52608473510978,57.10806393025794,44.49993322696696,0.5267476406777564,0.5026759441595198
31,10,5,114.06329458772251,91.54925240772765,51.46113330911733,41.47676555434908,0.4511629573310298,0.45305411528240985
32,10,6,113.52915001816207,91.83174659176595,51.99527787867784,41.19427137031078,0.4579905501834532,0.44858420861184456
33,10,7,126.0984380675627,100.20901971699222,39.425989829277185,32.81699824508451,0.31266041382806825,0.32748547324148514
34,10,8,130.8560661096985,103.97279031568887,34.66836178714131,29.053227646387818,0.264935075750163,0.2794310661296532
35,10,9,128.56629131856158,102.43550408848728,36.95813657827824,30.59051387358949,0.2874636594027852,0.2986319454938628
36,10,10,136.77715219760265,107.26063731876444,28.747275699237203,25.76538064331224,0.21017600701106767,0.24021282445619763
37,10,11,138.72520886305847,109.82934720539842,26.79921903378133,23.19667075667832,0.19318204134214695,0.21120648849252321
38,10,12,133.24082818743196,104.33815135830642,32.28359970940792,28.687866603770253,0.2422950993969662,0.2749508806731067
39,10,13,141.3159280784599,110.65097347938911,24.20849981837995,22.375044482687596,0.17130765192257144,0.20221281186338033
40,10,14,137.94469669451502,109.03314494887928,27.579731202324734,23.99287301319739,0.19993324762169973,0.22005118741137444
41,10,15,144.9960043588812,113.22119958864691,20.528423537958588,19.80481837342984,0.14157923612259316,0.17492146740525913
42,01,2,65.94669451507434,56.05352792902976,99.57773338176516,76.97249003304681,1.50997307922694,1.3731961729599405
43,01,3,90.76062477297486,75.33999574011578,74.76380312386482,57.68602222196096,0.8237471184324273,0.7656759421774864
44,01,4,104.91936069742103,84.63806036752618,60.605067199418826,48.38795759455053,0.5776347358253445,0.5717044717758674
45,01,5,115.43225572103164,93.70257731711796,50.09217217580823,39.323440644958715,0.43395298708246144,0.4196623163509821
46,01,6,110.70904467853252,89.93095790337037,54.81538321830728,43.0950600587063,0.4951301257948302,0.47920161269728023
47,01,7,121.91917907737017,98.25717705568829,43.605248819469686,34.768840906388405,0.3576570081053261,0.3538554836221562
48,01,8,129.47729749364328,100.79410297856523,36.047130403196526,32.23191498351151,0.2784050262167873,0.31977976916333994
49,01,9,125.04195423174721,100.125344699994,40.48247366509263,32.90067326208268,0.32375112748209456,0.3285948563838966
50,01,10,132.65828187431893,105.0778341842214,32.86614602252088,27.948183777855338,0.24775042732468386,0.26597601668166154
51,01,11,133.71512895023605,105.73805971416971,31.809298946603704,27.28795824790701,0.23788855603947387,0.25807129733297174
52,01,12,134.8741373047585,106.70260162197934,30.650290592081358,26.323416340097346,0.2272510594290191,0.2466989177391816
53,01,13,130.45078096621864,103.19821224241971,35.073646930621145,29.82780571965695,0.2688649824158873,0.2890341321959084
54,01,14,142.8256447511806,112.0770939748773,22.69878314565929,20.94892398719946,0.15892652321089323,0.18691530306714838
55,01,15,138.98692335633854,109.65120084744709,26.537504540501278,23.37481711462968,0.19093526138760325,0.21317429206406993
