,start_date,station_id,station_cap,station_has_kiosk,trip_count_out,trip_count_in,trip_count_net,trip_count_net_prev7,trip_count_net_prev14,trip_count_net_prev21,trip_count_net_prev28,trip_count_net_7d_mean,trip_count_net_7d_mean_all,trip_count_net_weekly_mean,start_period_afternoon,start_period_evening,start_period_morning,start_period_overnight,station_cluster_0,station_cluster_1,station_cluster_2,station_cluster_3,station_cluster_4,station_cluster_5,station_cluster_6,station_cluster_7,station_cluster_8,start_dow_Friday,start_dow_Monday,start_dow_Saturday,start_dow_Sunday,start_dow_Thursday,start_dow_Tuesday,start_dow_Wednesday,trip_count_predicted
94041,2019-03-01 00:00:00+00:00,72,27,True,2.0,4.0,2.0,1.0,6.0,5.0,5.0,2.5,-2.0476190476190474,4.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.0
94042,2019-03-01 00:00:00+00:00,73,27,True,3.0,10.0,7.0,4.0,11.0,1.0,1.0,0.6666666666666666,-1.0833333333333333,4.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0
94043,2019-03-01 00:00:00+00:00,74,27,True,14.0,32.0,18.0,18.0,18.0,6.0,7.0,5.0,0.5714285714285714,12.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0
94044,2019-03-01 00:00:00+00:00,75,35,True,13.0,19.0,6.0,-3.0,3.0,0.0,1.0,-1.1666666666666667,-0.14285714285714285,0.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.0
94045,2019-03-01 00:00:00+00:00,76,19,True,15.0,13.0,-2.0,1.0,8.0,4.0,-4.0,-1.5,-1.1428571428571428,2.25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0
94046,2019-03-01 00:00:00+00:00,77,19,True,19.0,21.0,2.0,2.0,0.0,-1.0,0.0,-2.8333333333333335,0.3157894736842105,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.0
94047,2019-03-01 00:00:00+00:00,78,27,True,14.0,19.0,5.0,-9.0,-2.0,1.0,-2.0,-2.3333333333333335,-0.8695652173913043,-3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-3.0
94048,2019-03-01 00:00:00+00:00,79,23,True,14.0,11.0,-3.0,-7.0,-9.0,-7.0,-8.0,-7.0,-0.4444444444444444,-7.75,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-7.0
94049,2019-03-01 00:00:00+00:00,80,35,True,46.0,18.0,-28.0,-28.0,-20.0,-24.0,0.0,-14.333333333333334,-0.47619047619047616,-18.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-17.0
94050,2019-03-01 00:00:00+00:00,81,35,True,52.0,49.0,-3.0,-16.0,-17.0,-15.0,-20.0,-13.333333333333334,-1.3636363636363635,-17.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-16.0
94051,2019-03-01 00:00:00+00:00,84,19,True,5.0,3.0,-2.0,5.0,3.0,2.0,1.0,0.3333333333333333,-2.888888888888889,2.75,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0
94052,2019-03-01 00:00:00+00:00,85,27,True,4.0,11.0,7.0,1.0,4.0,-1.0,4.0,3.0,-1.8636363636363635,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.0
94053,2019-03-01 00:00:00+00:00,86,19,True,12.0,17.0,5.0,6.0,10.0,5.0,5.0,5.166666666666667,0.20833333333333334,6.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.0
94054,2019-03-01 00:00:00+00:00,87,27,True,8.0,4.0,-4.0,10.0,-1.0,-4.0,1.0,-0.16666666666666666,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0
94055,2019-03-01 00:00:00+00:00,88,27,True,25.0,11.0,-14.0,-8.0,-13.0,-8.0,0.0,0.0,3.75,-7.25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-3.0
94056,2019-03-01 00:00:00+00:00,89,27,True,24.0,14.0,-10.0,-7.0,-9.0,-9.0,-4.0,-3.3333333333333335,2.3181818181818183,-7.25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-6.0
94057,2019-03-01 00:00:00+00:00,90,27,True,47.0,23.0,-24.0,-31.0,-19.0,-16.0,-9.0,-14.666666666666666,0.6956521739130435,-18.75,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-22.0
94058,2019-03-01 00:00:00+00:00,91,23,True,6.0,6.0,0.0,5.0,4.0,3.0,3.0,4.0,-0.047619047619047616,3.75,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.0
94059,2019-03-01 00:00:00+00:00,92,25,True,12.0,22.0,10.0,8.0,10.0,4.0,0.0,7.333333333333333,-0.47619047619047616,5.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.0
94060,2019-03-01 00:00:00+00:00,93,27,True,43.0,35.0,-8.0,-9.0,-7.0,-9.0,-20.0,-6.166666666666667,0.6086956521739131,-11.25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-10.0
94061,2019-03-01 00:00:00+00:00,95,27,True,11.0,12.0,1.0,-2.0,0.0,5.0,2.0,0.8333333333333334,-1.2857142857142858,1.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0
94062,2019-03-01 00:00:00+00:00,96,19,True,4.0,14.0,10.0,6.0,6.0,0.0,4.0,2.8333333333333335,-0.9047619047619048,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.0
94063,2019-03-01 00:00:00+00:00,97,19,True,2.0,4.0,2.0,6.0,1.0,0.0,1.0,0.5,-1.0454545454545454,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0
94064,2019-03-01 00:00:00+00:00,98,23,True,7.0,19.0,12.0,4.0,9.0,5.0,0.0,2.8333333333333335,0.045454545454545456,4.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0
94065,2019-03-01 00:00:00+00:00,99,19,True,13.0,8.0,-5.0,3.0,-1.0,4.0,8.0,2.1666666666666665,0.43478260869565216,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0
94066,2019-03-01 00:00:00+00:00,100,19,True,23.0,17.0,-6.0,-6.0,-6.0,-3.0,-3.0,-1.8333333333333333,-0.3157894736842105,-4.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-3.0
94067,2019-03-01 00:00:00+00:00,101,27,True,52.0,30.0,-22.0,-22.0,-20.0,-16.0,2.0,-17.666666666666668,0.0,-14.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-22.0
94068,2019-03-01 00:00:00+00:00,102,27,True,16.0,10.0,-6.0,-8.0,-7.0,2.0,-1.0,-0.5,1.4285714285714286,-3.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-2.0
94069,2019-03-01 00:00:00+00:00,104,35,True,47.0,19.0,-28.0,-39.0,-43.0,-15.0,-15.0,-18.666666666666668,-0.8333333333333334,-28.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-25.0
94070,2019-03-01 00:00:00+00:00,105,19,True,5.0,6.0,1.0,-2.0,-4.0,3.0,1.0,-1.5,-0.6363636363636364,-0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.0
94071,2019-03-01 00:00:00+00:00,106,19,True,3.0,7.0,4.0,7.0,2.0,2.0,1.0,1.2,-1.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.0
94072,2019-03-01 00:00:00+00:00,107,23,True,8.0,7.0,-1.0,3.0,1.0,3.0,2.0,2.5,-0.14285714285714285,2.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.0
94073,2019-03-01 00:00:00+00:00,108,11,True,6.0,13.0,7.0,6.0,4.0,6.0,-1.0,2.6666666666666665,0.5909090909090909,3.75,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.0
94074,2019-03-01 00:00:00+00:00,109,23,True,9.0,16.0,7.0,15.0,0.0,4.0,6.0,8.833333333333334,-0.4166666666666667,6.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8.0
94075,2019-03-01 00:00:00+00:00,110,23,True,11.0,15.0,4.0,7.0,1.0,-1.0,-2.0,1.1666666666666667,-0.2631578947368421,1.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0
94076,2019-03-01 00:00:00+00:00,112,19,True,9.0,12.0,3.0,7.0,1.0,-4.0,3.0,1.6666666666666667,1.5789473684210527,1.75,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.0
94077,2019-03-01 00:00:00+00:00,113,19,True,4.0,7.0,3.0,0.0,2.0,-3.0,-2.0,0.0,-0.25,-0.75,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.0
94078,2019-03-01 00:00:00+00:00,114,19,True,24.0,21.0,-3.0,12.0,11.0,17.0,1.0,2.1666666666666665,-0.19047619047619047,10.25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.0
94079,2019-03-01 00:00:00+00:00,115,27,True,12.0,18.0,6.0,1.0,4.0,8.0,14.0,0.3333333333333333,-0.7142857142857143,6.75,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.0
94080,2019-03-01 00:00:00+00:00,116,31,True,11.0,11.0,0.0,-2.0,5.0,3.0,-2.0,1.1666666666666667,-0.75,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0
94081,2019-03-01 00:00:00+00:00,118,19,True,3.0,3.0,0.0,6.0,5.0,-2.0,2.0,2.6666666666666665,-0.8636363636363636,2.75,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.0
94082,2019-03-01 00:00:00+00:00,119,15,True,3.0,10.0,7.0,12.0,2.0,0.0,1.0,3.5,-0.9090909090909091,3.75,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.0
94083,2019-03-01 00:00:00+00:00,120,27,True,1.0,10.0,9.0,10.0,4.0,1.0,-2.0,3.3333333333333335,-0.15789473684210525,3.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.0
94084,2019-03-01 00:00:00+00:00,121,23,True,14.0,23.0,9.0,8.0,10.0,6.0,4.0,3.1666666666666665,-0.17391304347826086,7.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0
94085,2019-03-01 00:00:00+00:00,122,19,True,7.0,20.0,13.0,9.0,11.0,5.0,7.0,5.833333333333333,0.3181818181818182,8.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.0
94086,2019-03-01 00:00:00+00:00,123,19,True,8.0,6.0,-2.0,-1.0,1.0,-6.0,-1.0,-0.8333333333333334,-0.14285714285714285,-1.75,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.0
94087,2019-03-01 00:00:00+00:00,124,19,True,11.0,17.0,6.0,3.0,3.0,-3.0,-2.0,-0.6666666666666666,0.9523809523809523,0.25,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1.0
94088,2019-03-01 00:00:00+00:00,125,15,True,11.0,9.0,-2.0,0.0,6.0,3.0,2.0,1.5,0.3888888888888889,2.75,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0
94089,2019-03-01 00:00:00+00:00,126,31,True,18.0,26.0,8.0,5.0,2.0,3.0,11.0,-0.8333333333333334,-0.5,5.25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.0
